ID;Departamento;Tasa_desocupación_Junio_agosto2023;Región;FormaPago;MontoSolicitado;Cuota;TasaSeguro;TasaEfectivaAnual;TasaNominalAnual;TasaPeriodica;Plazo;Garantia;Etapa;Proceso;ESTADO_CAUSAL;CAUSAL;Activos;Area_y/o_Empresa;Cargo_actual_o_ocupación;Cargo_Clasificado;Edad_a_la_fecha;Generación;Estrato;Gasto_mensual_totaL;Gastos_Familiares;Gastos_Obligatorios;Género;Ingresos_anuales;Ingresos_Financieros;Ingresos_Honorarios;Nicho_de_mercado;Nivel_de_Educación;Nº_de_hijos;Ocupación;Pagaduría;Pasivos;Patrimonio;PEPS;Personas_a_cargo;Profesión_Clasificada;Salario_Pensión;Segmento_Actual;Tipo_Contrato;Tipo_de_vivienda;Tipo_persona;NICHO;SECTOR_EMPLEO;Indicador_carga_1222;ASOCIADO;% Part.;RIESGO
24476269;Bogotá D.C;9,20%;Bogota.DC;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;30000000 ;NO APLICA;NINGUNO;AUXILIAR DE VENTAS;41;Millenials ;4;271612 ; -   ; -   ;Femenino;1659204 ; -   ; -   ;Otros Nichos;Secundaria;0;Empleado Público;GOBERSECRETARIA EDU DPTAL BOYACA;22000000 ; -   ;No;2;SIN INFORMACIÓN;1659204 ;Clasico;Provisionalidad;Arrendada;Natural;Pensionados;PENSIONADOS;1,049140907;Si;7,17%;Riesgo Alto
24962522;Bogotá D.C;9,20%;Bogota.DC;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;12800000 ;FISCALIA GENERAL;Fiscal;FISCAL;58;X;4;7482847 ;523302 ;630000 ;Masculino;6998759 ;381414 ;60030 ;SISTEMA NACIONAL DE JUSTICIA;Especialización;0;Empleado Público;FG_ TUNJA;55668036 ;2111574 ;No;0;DERECHO;6998759 ;Preferente;Termino fijo;Familiar;Natural;Magisterio;PÚBLICO;1,525091009;Si;33,59%;Riesgo Alto
25052677;Bogotá D.C;9,20%;Bogota.DC;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;300000000 ;RAMA JUDICIAL;ABOGADO;JUEZ;52;X;4;7842461 ; -   ; -   ;Femenino;181060580 ; -   ; -   ;SISTEMA NACIONAL DE JUSTICIA;Universitario;2;Empleado Público;AJ - VALLEDUPAR;130000000 ; -   ;No;0;ABOGADO;181060580 ;Premium;Propiedad;Propia;Natural;#N/D;PÚBLICO;1,21;No;48,13%;Riesgo Alto
29507548;SANTANDER;8,40%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;1000000 ;ADMINISTRACION JUDICIAL;ABOGADO;SECRETARIO (A);43;X;4;3853511 ; -   ; -   ;Femenino;7680606 ; -   ; -   ;SISTEMA NACIONAL DE JUSTICIA;Universitario;0;Empleado Público;AJ - VALLEDUPAR;600000 ; -   ;No;0;ABOGADO;7680606 ;Preferente;Término indefinido;Familiar;Natural;Sistema Nacional de Justicia;PÚBLICO;0,732796563;Si;9,67%;Riesgo Medio
33120097;SANTANDER;8,40%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;1000000 ;RAMA JUDICIAL;NINGUNO;SECRETARIO (A);39;Millenials ;3;2619628 ; -   ; -   ;Femenino;5756368 ; -   ; -   ;SISTEMA NACIONAL DE JUSTICIA;Universitario;0;Empleado Público;AJ - VALLEDUPAR;100000000 ; -   ;No;2;SIN INFORMACIÓN;5756368 ;Preferente;Término indefinido;Propia;Natural;Pensionados;PENSIONADOS;0,671550095;No;83,69%;Riesgo Bajo
37916465;SANTANDER;8,40%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;120000000 ;NO APLICA;NINGUNO;CONTRATISTA;43;X;3;2500000 ; -   ; -   ;Masculino;5598974 ; -   ; -   ;Otros Nichos;Tecnólogo;0;Empleado Público;RESTITUCIÓN DE TIERRAS CONTRAT;54296000 ; -   ;No;0;ABOGADO;5598974 ;Preferente;Prestación de servicios;Propia;Natural;Pensionados;PENSIONADOS;4,977043958;Si;1,84%;Riesgo Alto
37948868;SANTANDER;8,40%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;50000000 ;NO APLICA;NINGUNO;ASISTENTE;36;Millenials ;3;140738 ; -   ; -   ;Masculino;1990000 ; -   ; -   ;Otros Nichos;Tecnólogo;0;Empleado Público;RESTITUCIÓN DE TIERRAS CONTRAT;20000000 ; -   ;No;2;SIN INFORMACIÓN;1990000 ;Preferente;Provisionalidad;Asignada por empresa;Natural;OTROS NICHOS;OTRO_SECTOR;1,21;No;48,13%;Riesgo Alto
47436687;SANTANDER;8,40%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;5000000 ;AJ  VILLAVICENCIO;NINGUNO;OFICIAL;34;Millenials ;3;2834741 ;1301514 ;975039 ;Femenino;4228824 ;381414 ;60030 ;OTRAS;Tecnólogo;0;Empleado Público;AJ - VILLAVICENCIO;500000 ;2111574 ;No;0;ABOGADO;4228824 ;Clasico;Termino fijo;Familiar;Natural;Magisterio;PÚBLICO;2,500191917;Si;18,11%;Riesgo Bajo
1061695036;SANTANDER;8,40%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;119673936 ;NO APLICA;NINGUNO;NINGUNO;53;X;3;1976755 ;523302 ;679648 ;NR;4775305 ;381414 ;60030 ;Otros Nichos;Ninguno;0;sin informacion;SIN PAGADURIA;55668036 ;2111574 ;No;1;SIN INFORMACIÓN;4775305 ;Sin información;Sin información;Sin Información;Natural;Rama Ejecutiva;PÚBLICO;1,21;Si;48,13%;Riesgo Alto
78707176;SANTANDER;8,40%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;100000000 ;ALCALDIA DE YOPAL;NINGUNO;AUXILIAR DE VENTAS;67;Baby Boomers;3;1085040 ; -   ; -   ;Femenino;2419412 ; -   ; -   ;MAGISTERIO;Secundaria;0;Empleado Público;MUNICIPIO DE YOPAL;20000000 ; -   ;No;0;SIN INFORMACIÓN;2419412 ;Clasico;En carrera;Propia;Natural;Magisterio;PÚBLICO;1,607608696;Si;21,36%;Riesgo Alto
16885421;Valle del Cauca;10,90%;Pacífico;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;150000000 ;PREVISORA;PENSIONADA;PENSIONADO (A);70;Baby Boomers;3;1568276 ;523302 ;679648 ;Femenino;2858771 ;381414 ;60030 ;EMPLEADO EMPRESA PRIVADA;Universitario;0;Pensionado;PATRIMNIO AUTONOMO FONDO NACIONAL DE PRESTACIONES SOCALES DEL MAGISTERIO- FIDUPREVISORA;149000000 ;2111574 ;No;0;SIN INFORMACIÓN;2858771 ;Clasico;Sin información;Propia;Natural;PRIVADA;PÚBLICO;1,21;Si;48,13%;Riesgo Alto
31153133;Valle del Cauca;10,90%;Pacífico;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;120000000 ;NO APLICA;NINGUNO;DOCENTE (A);52;X;3;1276996 ; -   ; -   ;Masculino;2489102 ; -   ; -   ;Otros Nichos;Maestría;0;Empleado Público;SECRETARIA EDUCACION BARRANCABERMEJA;49000000 ; -   ;No;1;DOCENTE;2489102 ;Clasico;Provisionalidad;Familiar;Natural;Sistema Nacional de Justicia;PÚBLICO;3,141268125;No;6,52%;Riesgo Medio
1128057729;Valle del Cauca;10,90%;Pacífico;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;20000000 ;NO APLICA;OFICIAL MAYOR;OFICIAL;27;Millenials ;3;500000 ; -   ; -   ;Masculino;2790364 ; -   ; -   ;Otros Nichos;Especialización;0;Empleado Público;AJ - BARRANQUILLA;50000000 ; -   ;No;0;SIN INFORMACIÓN;2790364 ;Clasico;Propiedad;Familiar;Natural;Sistema Nacional de Justicia;PÚBLICO;1,21;Si;48,13%;Riesgo Alto
1122238402;Valle del Cauca;10,90%;Pacífico;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;50000000 ;NO APLICA;NINGUNO;LICENCIADO(A);29;Millenials ;2;1666303 ;1777233 ;390818 ;Masculino;2586936 ;1753289 ;60030 ;Otros Nichos;Universitario;0;Empleado Público;ADMINISTRACION JUDICIAL BOGOTA CUNDINAMARCA;10000 ;2111574 ;No;0;ABOGADO;2586936 ;Clasico;Término indefinido;Propia;Natural;OTROS NICHOS;OTRO_SECTOR;1,21;No;48,13%;Riesgo Alto
23544533;BOLIVAR;10,40%;Caribe;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;180000000 ;NO APLICA;NINGUNO;ASISTENTE;53;X;3;2000000 ;862073 ;1610261 ;Masculino;2238589 ;1287390 ;60030 ;Otros Nichos;Universitario;0;Empleado Público;FG -CALI;70000000 ; -   ;No;0;SIN INFORMACIÓN;2238589 ;Clasico;Término indefinido;Propia;Natural;Pensionados;PENSIONADOS;2,242565023;Si;66,42%;Riesgo Bajo
23689918;BOLIVAR;10,40%;Caribe;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;200000000 ;FISCALIA GENERAL;Fiscal;FISCAL;60;X;3;7598487 ;523302 ;66000 ;Masculino;3394960 ;4627048 ;60030 ;SISTEMA NACIONAL DE JUSTICIA;Especialización;2;Empleado Público;FG_ BARRANQUILLA;360000000 ;2111574 ;No;3;ABOGADO;3394960 ;Preferente;Termino fijo;Propia;Natural;#N/D;PÚBLICO;1,21;No;48,13%;Riesgo Alto
46378378;BOLIVAR;10,40%;Caribe;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;200000000 ;NO APLICA;NINGUNO;NINGUNO;65;Baby Boomers;1;1364713 ;523302 ;679648 ;Femenino;6131629 ;381414 ;60030 ;Otros Nichos;Especialización;0;sin informacion;SIN PAGADURIA;144175000 ;2111574 ;No;0;SIN INFORMACIÓN;6131629 ;Clasico;Provisionalidad;Familiar;Natural;Magisterio;PÚBLICO;1,21;No;48,13%;Riesgo Alto
9176831;BOLIVAR;10,40%;Caribe;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;100000000 ;NO APLICA;ASISTENTE JUDICIAL;ASISTENTE;51;X;3;1000000 ;1000000 ; -   ;Femenino;3100000 ; -   ; -   ;Otros Nichos;Universitario;0;Empleado Público;AJ - BUCARAMANGA;80000000 ;20000000 ;No;0;SIN INFORMACIÓN;3100000 ;Clasico;Propiedad;Familiar;Natural;Magisterio;PÚBLICO;0,438535808;Si;3,50%;Riesgo Alto
5946993;BOLIVAR;10,40%;Caribe;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;5400000 ;NO APLICA;Profesional;NINGUNO;35;Millenials ;4;1 ;3032708 ;637500 ;Masculino;7016296 ;2286085 ;60030 ;SISTEMA NACIONAL DE JUSTICIA;Especialización;0;Empleado Público;AJ - BUCARAMANGA;57000000 ;2111574 ;No;0;SIN INFORMACIÓN;7016296 ;Clasico;Término indefinido;Propia;Natural;Sistema Nacional de Justicia;PÚBLICO;4,760377762;Si;59,78%;Riesgo Bajo
5921048;Norte de Santander;10,70%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;100000 ;NO APLICA;AUXILIAR DE ENFERMERIA;AUXILIAR;40;Millenials ;3;139700 ; -   ; -   ;Femenino;1552400 ; -   ; -   ;Otros Nichos;Técnico;0;Empleado Público;SIN PAGADURIA;100000 ; -   ;No;0;SIN INFORMACIÓN;1552400 ;Clasico;Provisionalidad;Familiar;Natural;Pensionados;PENSIONADOS;2,777862898;Si;6,72%;Riesgo Medio
10239686;BOYACA;9,50%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;10000000 ;NO APLICA;NINGUNO;AUXILIAR DE VENTAS;26;Millenials ;3;400000 ; -   ; -   ;Femenino;1737396 ; -   ; -   ;Otros Nichos;Técnico;0;Empleado Público;SIN PAGADURIA;0 ; -   ;No;0;SIN INFORMACIÓN;1737396 ;Clasico;Provisionalidad;Familiar;Natural;Sistema Nacional de Justicia;PÚBLICO;1,21;Si;48,13%;Riesgo Alto
22029153;BOYACA;9,50%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;10000 ;RAMA JUDICIAL;ASISTENTE ADMINISTRATIVO;ASISTENTE;42;X;3;264716 ;523302 ;679648 ;Masculino;1979283 ;381414 ;60030 ;SISTEMA NACIONAL DE JUSTICIA;Tecnólogo;0;Empleado Público;AJ - BUCARAMANGA;10000 ;2111574 ;No;0;DERECHO;1979283 ;Clasico;Provisionalidad;Familiar;Natural;Sistema Nacional de Justicia;PÚBLICO;1,21;Si;48,13%;Riesgo Alto
10965911;BOYACA;9,50%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;1000000 ;NO APLICA;NINGUNO;CITADOR;31;Millenials ;3;249000 ;523302 ;679648 ;Femenino;1723080 ;381414 ;60030 ;Otros Nichos;Universitario;0;Empleado Público;AJ -CALI;0 ;2111574 ;No;0;SIN INFORMACIÓN;1723080 ;Clasico;Propiedad;Familiar;Natural;Sistema Nacional de Justicia;PÚBLICO;1,21;No;13,68%;Riesgo Alto
94493836;BOYACA;9,50%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;15000000 ;NO APLICA;CONDUCTOR;CONDUCTOR;55;X;3;900000 ; -   ; -   ;Masculino;2913639 ; -   ; -   ;Otros Nichos;Secundaria;0;Empleado Público;DEFENSORIA DEL PUEBLO;8000000 ; -   ;No;0;SIN INFORMACIÓN;2913639 ;Clasico;Provisionalidad;Arrendada;Natural;Sistema Nacional de Justicia;PÚBLICO;1,575715659;Si;13,73%;Riesgo Medio
55168968;Caquetá;13,40%;Amazonia;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;190000000 ;NO APLICA;NINGUNO;INVESTIGADOR (A);68;Baby Boomers;3;680000 ;523302 ;679648 ;Femenino;5301550 ;381414 ;60030 ;Otros Nichos;Universitario;0;Empleado Público;SIN PAGADURIA;5000000 ;2111574 ;No;0;SIN INFORMACIÓN;5301550 ;Clasico;Sin información;Propia;Natural;Sistema Nacional de Justicia;PÚBLICO;0,06986428;Si;99,34%;Riesgo Medio
12117824;Caquetá;13,40%;Amazonia;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;10000000 ;RAMA JUDICIAL;Oficial;OFICIAL;36;Millenials ;2;3959295 ;1644400 ;487000 ;Femenino;2870000 ;1728000 ;60030 ;SISTEMA NACIONAL DE JUSTICIA;Secundaria;0;Empleado Público;AJ - CARTAGENA;55668036 ;2111574 ;No;0;SIN INFORMACIÓN;2870000 ;Clasico;Término indefinido;Propia;Natural;Magisterio;PÚBLICO;0,049100766;Si;2,64%;Riesgo Alto
1075238181;Caquetá;13,40%;Amazonia;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;50000000 ;NO APLICA;NINGUNO;SOLDADO;31;Millenials ;2;980000 ; -   ; -   ;Masculino;2543139 ; -   ; -   ;Otros Nichos;Secundaria;0;Empleado Público;SIN PAGADURIA;10000000 ; -   ;No;2;SIN INFORMACIÓN;2543139 ;Clasico;Término indefinido;Arrendada;Natural;Sistema Nacional de Justicia;PÚBLICO;0,892064304;Si;6,21%;Riesgo Medio
12120847;Caquetá;13,40%;Amazonia;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;350000000 ;FOPEP Y FIDUPREVISOR;NINGUNO;PENSIONADO (A);76;Baby Boomers;3;11000000 ; -   ; -   ;Femenino;14764531 ; -   ; -   ;PENSIONADOS;Especialización;0;Pensionado;FONDO DE PENSIONES PUBLICAS NIVEL NACIONAL;298680000 ; -   ;No;0;DOCENTE;14764531 ;Clasico;Sin información;Propia;Natural;Magisterio;PÚBLICO;0,191250395;Si;53,37%;Riesgo Medio
12134019;Tolima;14,50%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;100000000 ;NO APLICA;NINGUNO;SOLDADO;57;X;2;980000 ; -   ; -   ;Femenino;2058311 ; -   ; -   ;Otros Nichos;Secundaria;0;Empleado Público;SIN PAGADURIA;10000000 ; -   ;No;0;SIN INFORMACIÓN;2058311 ;Clasico;Término indefinido;Propia;Natural;Sistema Nacional de Justicia;PÚBLICO;0,712521055;Si;15,14%;Riesgo Alto
34571658;Tolima;14,50%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;10000 ;NO APLICA;Docente;PENSIONADO;43;X;3;10000 ;10000 ; -   ;Femenino;2401770 ; -   ; -   ;Otros Nichos;Ninguno;0;Pensionado;SIN PAGADURIA;10000 ; -   ;No;0;SIN INFORMACIÓN;2401770 ;Clasico;Provisionalidad;Arrendada;Natural;Sistema Nacional de Justicia;PÚBLICO;0,210297999;Si;8,31%;Riesgo Medio
10535378;Tolima;14,50%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;80000000 ;NO APLICA;NINGUNO;DOCENTE (A);47;X;3;1800000 ; -   ; -   ;Masculino;2493127 ; -   ; -   ;Otros Nichos;Universitario;0;Empleado Público;SEM DUITAMA  ;41405000 ; -   ;No;0;DOCENTE;2493127 ;Clasico;Provisionalidad;Arrendada;Natural;Pensionados;PENSIONADOS;0,875336925;Si;95,94%;Riesgo Bajo
26255866;Tolima;14,50%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;140000000 ;ADMINISTRACION JUDICIAL;NINGUNO;CITADOR;67;Baby Boomers;3;2000000 ; -   ; -   ;Masculino;3208592 ; -   ; -   ;SISTEMA NACIONAL DE JUSTICIA;Secundaria;0;Empleado Público;AJ - IBAGUE;2000000 ; -   ;No;1;ADMINISTRADOR;3208592 ;Preferente;Término indefinido;Familiar;Natural;Pensionados;PENSIONADOS;1,925008935;Si;97,04%;Riesgo Bajo
84032390;Tolima;14,50%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;400000000 ;FOPEP;NINGUNO;PENSIONADO (A);73;Baby Boomers;3;13000000 ; -   ; -   ;Masculino;19694586 ; -   ; -   ;PENSIONADOS;Especialización;0;Empleado Público;FONDO DE PENSIONES PUBLICAS NIVEL NACIONAL;300000000 ; -   ;No;1;ABOGADO;19694586 ;Preferente;Sin información;Propia;Natural;Magisterio;PÚBLICO;0,531012753;Si;98,40%;Riesgo Bajo
5694430;Tolima;14,50%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;7982254 ;RAMA JUDICIAL;Juez;JUEZ;67;Baby Boomers;3;3809386 ;2080425 ;1309386 ;Masculino;4906016 ;381414 ;60030 ;SISTEMA NACIONAL DE JUSTICIA;Universitario;0;Empleado Público;AJ - MANIZALES;7000000 ;2111574 ;Si;2;ABOGADO;4906016 ;Clasico;Termino fijo;Arrendada;Natural;Sistema Nacional de Justicia;PÚBLICO;1,154315254;Si;15,82%;Riesgo Bajo
79259048;Caldas;9,00%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;45000000 ;RAMA JUDICIAL;Secretario(A);SECRETARIO (A);55;X;3;331876 ;1473220 ;1950779 ;Femenino;3183185 ;381414 ;2450645 ;SISTEMA NACIONAL DE JUSTICIA;Universitario;1;Empleado Público;AJ- MEDELLIN;55668036 ;2111574 ;No;2;NINGUNO;3183185 ;Clasico;Termino fijo;Propia;Natural;Sistema Nacional de Justicia;PÚBLICO;1,059056506;Si;1,60%;Riesgo Alto
37893103;Antioquía;8,30%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;50000 ;AJ MONTERIA;NINGUNO;OFICIAL;38;Millenials ;2; -   ;523302 ;679648 ;Masculino;2649933 ;381414 ;60030 ;Rama Judicial;Universitario;0;Empleado Público;DATO DEPURABLE;0 ;2111574 ;No;1;ABOGADO;2649933 ;Preferente;Término indefinido;Familiar;Natural;Sistema Nacional de Justicia;PÚBLICO;1,630079622;Si;2,16%;Riesgo Alto
36539416;Antioquía;8,30%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;150000000 ;RAMA JUDICIAL;Oficial;OFICIAL;47;X;2;4007858 ;1315865 ;2008184 ;Masculino;5297847 ;381414 ;60030 ;SISTEMA NACIONAL DE JUSTICIA;Universitario;0;Empleado Público;AJ -NEIVA;55668036 ;2111574 ;No;2;CONTADOR-COSTOS-AUDITORIA;5297847 ;Preferente;Término indefinido;Familiar;Natural;Otros Segmentos **;PÚBLICO;1,21;No;48,13%;Riesgo Alto
85477802;Antioquía;8,30%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;10000000 ;NO APLICA;NINGUNO;ASISTENTE;51;X;2;88081 ;88081 ;679648 ;Femenino;2023885 ;381414 ;60030 ;Otros Nichos;Especialización;0;Empleado Público;AJ -NEIVA;3000000 ;2111574 ;No;2;SIN INFORMACIÓN;2023885 ;Clasico;Sin información;Familiar;Natural;Rama Ejecutiva;PÚBLICO;0,345970994;Si;100,00%;Riesgo Alto
11792612;Antioquía;8,30%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;150000000 ;NO APLICA;NINGUNO;CELADOR;62;X;2;5802067 ;525400 ;300000 ;Masculino;1613500 ;381414 ;60030 ;Otros Nichos;Secundaria;0;Empleado Público;SECRETARIA EDUCACION MUNICIPAL DE NEIVA;15000000 ;2111574 ;No;0;SIN INFORMACIÓN;1613500 ;Preferente;Término indefinido;Propia;Natural;Sistema Nacional de Justicia;PÚBLICO;0,399652602;Si;65,35%;Riesgo Bajo
7362548;Antioquía;8,30%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;250000000 ;FISCALIA GENERAL;ASISTENTE;ASISTENTE;34;Millenials ;3;2687047 ;523302 ;679648 ;Masculino;3366869 ;381414 ;60030 ;SISTEMA NACIONAL DE JUSTICIA;Especialización;0;Empleado Público;FG_ NEIVA;160000000 ;2111574 ;No;2;INGENIERO;3366869 ;Clasico;Provisionalidad;Familiar;Natural;Sistema Nacional de Justicia;PÚBLICO;1,222583363;Si;21,67%;Riesgo Medio
3666417;Antioquía;8,30%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;150000000 ;NO APLICA;NINGUNO;CELADOR;63;Baby Boomers;3;1257000 ; -   ; -   ;Masculino;2481000 ; -   ; -   ;Otros Nichos;Secundaria;0;Empleado Público;SECRETARIA EDUCACION MUNICIPAL DE NEIVA;35000000 ; -   ;No;0;ADMINISTRADOR;2481000 ;Preferente;Otros servicios;Propia;Natural;Pensionados;PENSIONADOS;0,623913043;No;76,22%;Riesgo Bajo
4831262;Antioquía;8,30%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;1000000 ;NO APLICA;NINGUNO;ASISTENTE;56;X;3;2622000 ; -   ; -   ;Masculino;3366868 ; -   ; -   ;Otros Nichos;Universitario;1;Empleado Público;FG_ NEIVA;0 ;2111574 ;No;3;VENDEDOR;3366868 ;Clasico;Termino fijo;Propia;Natural;Rama Ejecutiva;PÚBLICO;0,448499743;Si;13,14%;Riesgo Medio
5253909;Antioquía;8,30%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;4108878 ;RAMA JUDICIAL;Juez;SECRETARIO (A);47;X;3;1 ;2952239 ;1926800 ;Femenino;4936954 ;5424814 ;60030 ;SISTEMA NACIONAL DE JUSTICIA;Especialización;1;Empleado Público;FG_ POPAYAN;55668036 ;2111574 ;Si;1;SIN INFORMACIÓN;4936954 ;Preferente;Término indefinido;Propia;Natural;Pensionados;PENSIONADOS;3,319197358;Si;11,16%;Riesgo Medio
9530719;Antioquía;8,30%;Andina;Nomina 50%;24620841;536093;3,16;30,51;32,5;2,19;59;NR;Negados;DIGITAL;Causal 1;Solicitudes rechazadas por flujo de caja deudor;80000000 ;RAMA JUDICIAL;Secretario(A);SECRETARIO (A);65;Baby Boomers;3;3708590 ;1205988 ;846000 ;Masculino;3525974 ;381414 ;60030 ;SISTEMA NACIONAL DE JUSTICIA;Universitario;0;Empleado Privado;COLPENSIONES;55668036 ;2111574 ;No;3;ABOGADO;3525974 ;Preferente;Sin información;Propia;Natural;Pensionados;PENSIONADOS;0,539474905;No;3,12%;Riesgo Bajo
